dead_token_rate,entropy_bits,group,top_tokens,total_tokens,transition_entropy_bits,unique_token_rate,unique_tokens
0.687255859375,10.959045826536064,fr:clean,1124 1108 1140 3185 3312 3316 3297 7397 7924 3828,4721,11.917284485674214,0.312744140625,2562
0.7938232421875,10.324435223196641,zh:clean,3234 3238 3303 3299 3298 3830 7398 3318 3302 7394,2728,10.921701646772622,0.2061767578125,1689
0.681884765625,10.9917396054192,fr:gaussian_25db,1124 3185 3316 7397 3312 1140 3556 3828 1108 7664,4721,11.920717730845706,0.318115234375,2606
0.7960205078125,10.303740088798591,zh:gaussian_25db,3234 3238 3303 3299 3298 3830 7398 3827 3318 3302,2728,10.919806772583625,0.2039794921875,1671
