aggregation,audio_index,edit_distance,mismatch_rate,policy,region,tokens,ued
center,5,158,0.7821782178217822,stride_15s,boundary_pm_2s,202,0.7821782178217822
center,5,424,0.8446215139442231,stride_15s,boundary_pm_5s,502,0.8446215139442231
center,5,201,0.536,stride_15s,start_0_5s,375,0.536
center,5,349,0.2792,stride_15s,middle_5_25s,1250,0.2792
center,5,221,0.884,stride_15s,end_25_30s,250,0.884
first,5,842,0.45013333333333333,stride_5s,overall,1875,0.44906666666666667
first,5,25,0.5,stride_5s,boundary_pm_0.5s,50,0.5
first,5,44,0.43137254901960786,stride_5s,boundary_pm_1s,102,0.43137254901960786
first,5,89,0.4504950495049505,stride_5s,boundary_pm_2s,202,0.4405940594059406
first,5,211,0.4243027888446215,stride_5s,boundary_pm_5s,502,0.4203187250996016
first,5,209,0.5626666666666666,stride_5s,start_0_5s,375,0.5573333333333333
first,5,633,0.5064,stride_5s,middle_5_25s,1250,0.5064
first,5,0,0.0,stride_5s,end_25_30s,250,0.0
majority,5,887,0.47413333333333335,stride_5s,overall,1875,0.4730666666666667
majority,5,32,0.64,stride_5s,boundary_pm_0.5s,50,0.64
majority,5,52,0.5098039215686274,stride_5s,boundary_pm_1s,102,0.5098039215686274
majority,5,101,0.5099009900990099,stride_5s,boundary_pm_2s,202,0.5
majority,5,255,0.5119521912350598,stride_5s,boundary_pm_5s,502,0.5079681274900398
majority,5,169,0.456,stride_5s,start_0_5s,375,0.45066666666666666
majority,5,634,0.5072,stride_5s,middle_5_25s,1250,0.5072
majority,5,84,0.336,stride_5s,end_25_30s,250,0.336
center,5,1025,0.5466666666666666,stride_5s,overall,1875,0.5466666666666666
center,5,37,0.74,stride_5s,boundary_pm_0.5s,50,0.74
center,5,72,0.7058823529411765,stride_5s,boundary_pm_1s,102,0.7058823529411765
center,5,158,0.7821782178217822,stride_5s,boundary_pm_2s,202,0.7821782178217822
center,5,411,0.8187250996015937,stride_5s,boundary_pm_5s,502,0.8187250996015937
center,5,187,0.49866666666666665,stride_5s,start_0_5s,375,0.49866666666666665
center,5,616,0.4928,stride_5s,middle_5_25s,1250,0.4928
center,5,222,0.888,stride_5s,end_25_30s,250,0.888
first,5,483,0.3652830188679245,stride_1s,overall,1325,0.36452830188679247
first,5,8,0.32,stride_1s,boundary_pm_0.5s,25,0.32
first,5,20,0.39215686274509803,stride_1s,boundary_pm_1s,51,0.39215686274509803
first,5,42,0.4158415841584158,stride_1s,boundary_pm_2s,101,0.4158415841584158
first,5,99,0.3944223107569721,stride_1s,boundary_pm_5s,251,0.3944223107569721
first,5,98,0.392,stride_1s,start_0_5s,250,0.392
first,5,385,0.4063157894736842,stride_1s,middle_5_25s,950,0.4052631578947368
first,5,0,0.0,stride_1s,end_25_30s,125,0.0
majority,5,736,0.5554716981132075,stride_1s,overall,1325,0.5554716981132075
majority,5,15,0.6,stride_1s,boundary_pm_0.5s,25,0.6
majority,5,34,0.6666666666666666,stride_1s,boundary_pm_1s,51,0.6666666666666666
majority,5,65,0.6435643564356436,stride_1s,boundary_pm_2s,101,0.6435643564356436
majority,5,149,0.5936254980079682,stride_1s,boundary_pm_5s,251,0.5936254980079682
majority,5,74,0.296,stride_1s,start_0_5s,250,0.296
majority,5,576,0.6063157894736843,stride_1s,middle_5_25s,950,0.6063157894736843
majority,5,86,0.688,stride_1s,end_25_30s,125,0.688
center,5,731,0.5516981132075471,stride_1s,overall,1325,0.5516981132075471
center,5,16,0.64,stride_1s,boundary_pm_0.5s,25,0.64
center,5,36,0.7058823529411765,stride_1s,boundary_pm_1s,51,0.7058823529411765
center,5,77,0.7623762376237624,stride_1s,boundary_pm_2s,101,0.7623762376237624
center,5,187,0.7450199203187251,stride_1s,boundary_pm_5s,251,0.7450199203187251
center,5,68,0.272,stride_1s,start_0_5s,250,0.272
center,5,545,0.5736842105263158,stride_1s,middle_5_25s,950,0.5736842105263158
center,5,118,0.944,stride_1s,end_25_30s,125,0.944
first,6,588,0.3136,stride_15s,overall,1875,0.3136
first,6,23,0.46,stride_15s,boundary_pm_0.5s,50,0.46
first,6,42,0.4117647058823529,stride_15s,boundary_pm_1s,102,0.4117647058823529
first,6,81,0.400990099009901,stride_15s,boundary_pm_2s,202,0.400990099009901
first,6,170,0.3386454183266932,stride_15s,boundary_pm_5s,502,0.3386454183266932
first,6,169,0.45066666666666666,stride_15s,start_0_5s,375,0.45066666666666666
first,6,419,0.3352,stride_15s,middle_5_25s,1250,0.3352
first,6,0,0.0,stride_15s,end_25_30s,250,0.0
majority,6,588,0.3136,stride_15s,overall,1875,0.3136
majority,6,23,0.46,stride_15s,boundary_pm_0.5s,50,0.46
majority,6,42,0.4117647058823529,stride_15s,boundary_pm_1s,102,0.4117647058823529
majority,6,81,0.400990099009901,stride_15s,boundary_pm_2s,202,0.400990099009901
majority,6,170,0.3386454183266932,stride_15s,boundary_pm_5s,502,0.3386454183266932
majority,6,169,0.45066666666666666,stride_15s,start_0_5s,375,0.45066666666666666
majority,6,419,0.3352,stride_15s,middle_5_25s,1250,0.3352
majority,6,0,0.0,stride_15s,end_25_30s,250,0.0
center,6,742,0.3957333333333333,stride_15s,overall,1875,0.3957333333333333
center,6,43,0.86,stride_15s,boundary_pm_0.5s,50,0.86
center,6,87,0.8529411764705882,stride_15s,boundary_pm_1s,102,0.8529411764705882
center,6,168,0.8316831683168316,stride_15s,boundary_pm_2s,202,0.8316831683168316
center,6,386,0.7689243027888446,stride_15s,boundary_pm_5s,502,0.7689243027888446
center,6,169,0.45066666666666666,stride_15s,start_0_5s,375,0.45066666666666666
center,6,357,0.2856,stride_15s,middle_5_25s,1250,0.2856
center,6,216,0.864,stride_15s,end_25_30s,250,0.864
first,6,859,0.4592,stride_5s,overall,1875,0.45813333333333334
first,6,26,0.52,stride_5s,boundary_pm_0.5s,50,0.52
first,6,48,0.47058823529411764,stride_5s,boundary_pm_1s,102,0.47058823529411764
first,6,87,0.43564356435643564,stride_5s,boundary_pm_2s,202,0.4306930693069307
first,6,205,0.4103585657370518,stride_5s,boundary_pm_5s,502,0.40836653386454186
first,6,204,0.5466666666666666,stride_5s,start_0_5s,375,0.544
first,6,655,0.5248,stride_5s,middle_5_25s,1250,0.524
first,6,0,0.0,stride_5s,end_25_30s,250,0.0
majority,6,829,0.4432,stride_5s,overall,1875,0.4421333333333333
majority,6,24,0.48,stride_5s,boundary_pm_0.5s,50,0.48
majority,6,42,0.4117647058823529,stride_5s,boundary_pm_1s,102,0.4117647058823529
majority,6,77,0.38613861386138615,stride_5s,boundary_pm_2s,202,0.3811881188118812
majority,6,207,0.41434262948207173,stride_5s,boundary_pm_5s,502,0.4123505976095618
majority,6,137,0.368,stride_5s,start_0_5s,375,0.36533333333333334
majority,6,623,0.4992,stride_5s,middle_5_25s,1250,0.4984
majority,6,69,0.276,stride_5s,end_25_30s,250,0.276
center,6,1055,0.5626666666666666,stride_5s,overall,1875,0.5626666666666666
center,6,43,0.86,stride_5s,boundary_pm_0.5s,50,0.86
center,6,87,0.8529411764705882,stride_5s,boundary_pm_1s,102,0.8529411764705882
center,6,168,0.8316831683168316,stride_5s,boundary_pm_2s,202,0.8316831683168316
center,6,382,0.7609561752988048,stride_5s,boundary_pm_5s,502,0.7609561752988048
center,6,162,0.432,stride_5s,start_0_5s,375,0.432
center,6,674,0.5392,stride_5s,middle_5_25s,1250,0.5392
center,6,219,0.876,stride_5s,end_25_30s,250,0.876
first,6,477,0.36,stride_1s,overall,1325,0.36
first,6,10,0.4,stride_1s,boundary_pm_0.5s,25,0.4
first,6,20,0.39215686274509803,stride_1s,boundary_pm_1s,51,0.39215686274509803
first,6,39,0.38613861386138615,stride_1s,boundary_pm_2s,101,0.38613861386138615
first,6,100,0.398406374501992,stride_1s,boundary_pm_5s,251,0.398406374501992
first,6,99,0.396,stride_1s,start_0_5s,250,0.396
first,6,378,0.39789473684210525,stride_1s,middle_5_25s,950,0.39789473684210525
first,6,0,0.0,stride_1s,end_25_30s,125,0.0
majority,6,710,0.5358490566037736,stride_1s,overall,1325,0.5358490566037736
majority,6,20,0.8,stride_1s,boundary_pm_0.5s,25,0.8
majority,6,36,0.7058823529411765,stride_1s,boundary_pm_1s,51,0.7058823529411765
majority,6,59,0.5841584158415841,stride_1s,boundary_pm_2s,101,0.5841584158415841
majority,6,146,0.5816733067729084,stride_1s,boundary_pm_5s,251,0.5816733067729084
majority,6,70,0.28,stride_1s,start_0_5s,250,0.28
majority,6,553,0.5821052631578948,stride_1s,middle_5_25s,950,0.5821052631578948
majority,6,87,0.696,stride_1s,end_25_30s,125,0.696
center,6,707,0.5335849056603773,stride_1s,overall,1325,0.5335849056603773
center,6,22,0.88,stride_1s,boundary_pm_0.5s,25,0.88
center,6,40,0.7843137254901961,stride_1s,boundary_pm_1s,51,0.7843137254901961
center,6,80,0.7920792079207921,stride_1s,boundary_pm_2s,101,0.7920792079207921
center,6,180,0.7171314741035857,stride_1s,boundary_pm_5s,251,0.7171314741035857
center,6,65,0.26,stride_1s,start_0_5s,250,0.26
center,6,527,0.5547368421052632,stride_1s,middle_5_25s,950,0.5547368421052632
center,6,115,0.92,stride_1s,end_25_30s,125,0.92
first,7,623,0.3344,stride_15s,overall,1875,0.33226666666666665
first,7,23,0.46,stride_15s,boundary_pm_0.5s,50,0.46
first,7,38,0.37254901960784315,stride_15s,boundary_pm_1s,102,0.37254901960784315
first,7,71,0.35148514851485146,stride_15s,boundary_pm_2s,202,0.35148514851485146
first,7,210,0.4243027888446215,stride_15s,boundary_pm_5s,502,0.41832669322709165
first,7,208,0.5626666666666666,stride_15s,start_0_5s,375,0.5546666666666666
first,7,415,0.3328,stride_15s,middle_5_25s,1250,0.332
first,7,0,0.0,stride_15s,end_25_30s,250,0.0
majority,7,623,0.3344,stride_15s,overall,1875,0.33226666666666665
majority,7,23,0.46,stride_15s,boundary_pm_0.5s,50,0.46
majority,7,38,0.37254901960784315,stride_15s,boundary_pm_1s,102,0.37254901960784315
majority,7,71,0.35148514851485146,stride_15s,boundary_pm_2s,202,0.35148514851485146
majority,7,210,0.4243027888446215,stride_15s,boundary_pm_5s,502,0.41832669322709165
majority,7,208,0.5626666666666666,stride_15s,start_0_5s,375,0.5546666666666666
majority,7,415,0.3328,stride_15s,middle_5_25s,1250,0.332
majority,7,0,0.0,stride_15s,end_25_30s,250,0.0
center,7,774,0.416,stride_15s,overall,1875,0.4128
center,7,40,0.8,stride_15s,boundary_pm_0.5s,50,0.8
center,7,76,0.7450980392156863,stride_15s,boundary_pm_1s,102,0.7450980392156863
center,7,158,0.7821782178217822,stride_15s,boundary_pm_2s,202,0.7821782178217822
center,7,440,0.8864541832669323,stride_15s,boundary_pm_5s,502,0.8764940239043825
center,7,208,0.5626666666666666,stride_15s,start_0_5s,375,0.5546666666666666
center,7,336,0.2696,stride_15s,middle_5_25s,1250,0.2688
center,7,230,0.928,stride_15s,end_25_30s,250,0.92
first,7,859,0.4592,stride_5s,overall,1875,0.45813333333333334
first,7,25,0.5,stride_5s,boundary_pm_0.5s,50,0.5
first,7,48,0.47058823529411764,stride_5s,boundary_pm_1s,102,0.47058823529411764
first,7,92,0.45544554455445546,stride_5s,boundary_pm_2s,202,0.45544554455445546
first,7,233,0.4641434262948207,stride_5s,boundary_pm_5s,502,0.4641434262948207
first,7,231,0.616,stride_5s,start_0_5s,375,0.616
first,7,628,0.504,stride_5s,middle_5_25s,1250,0.5024
first,7,0,0.0,stride_5s,end_25_30s,250,0.0
majority,7,811,0.43306666666666666,stride_5s,overall,1875,0.4325333333333333
majority,7,36,0.72,stride_5s,boundary_pm_0.5s,50,0.72
majority,7,64,0.6274509803921569,stride_5s,boundary_pm_1s,102,0.6274509803921569
majority,7,99,0.4900990099009901,stride_5s,boundary_pm_2s,202,0.4900990099009901
majority,7,250,0.49800796812749004,stride_5s,boundary_pm_5s,502,0.49800796812749004
majority,7,207,0.552,stride_5s,start_0_5s,375,0.552
majority,7,563,0.4512,stride_5s,middle_5_25s,1250,0.4504
majority,7,41,0.164,stride_5s,end_25_30s,250,0.164
center,7,1050,0.5621333333333334,stride_5s,overall,1875,0.56
center,7,40,0.8,stride_5s,boundary_pm_0.5s,50,0.8
center,7,76,0.7450980392156863,stride_5s,boundary_pm_1s,102,0.7450980392156863
center,7,158,0.7821782178217822,stride_5s,boundary_pm_2s,202,0.7821782178217822
center,7,444,0.8904382470119522,stride_5s,boundary_pm_5s,502,0.8844621513944223
center,7,208,0.56,stride_5s,start_0_5s,375,0.5546666666666666
center,7,608,0.4872,stride_5s,middle_5_25s,1250,0.4864
center,7,234,0.94,stride_5s,end_25_30s,250,0.936
first,7,483,0.3652830188679245,stride_1s,overall,1325,0.36452830188679247
first,7,13,0.52,stride_1s,boundary_pm_0.5s,25,0.52
first,7,24,0.47058823529411764,stride_1s,boundary_pm_1s,51,0.47058823529411764
first,7,40,0.39603960396039606,stride_1s,boundary_pm_2s,101,0.39603960396039606
first,7,111,0.44223107569721115,stride_1s,boundary_pm_5s,251,0.44223107569721115
first,7,110,0.44,stride_1s,start_0_5s,250,0.44
first,7,373,0.3936842105263158,stride_1s,middle_5_25s,950,0.39263157894736844
first,7,0,0.0,stride_1s,end_25_30s,125,0.0
majority,7,723,0.5471698113207547,stride_1s,overall,1325,0.5456603773584906
majority,7,19,0.76,stride_1s,boundary_pm_0.5s,25,0.76
majority,7,37,0.7254901960784313,stride_1s,boundary_pm_1s,51,0.7254901960784313
majority,7,67,0.6633663366336634,stride_1s,boundary_pm_2s,101,0.6633663366336634
majority,7,175,0.7051792828685259,stride_1s,boundary_pm_5s,251,0.6972111553784861
majority,7,116,0.464,stride_1s,start_0_5s,250,0.464
majority,7,531,0.5589473684210526,stride_1s,middle_5_25s,950,0.5589473684210526
majority,7,76,0.624,stride_1s,end_25_30s,125,0.608
center,7,745,0.5637735849056604,stride_1s,overall,1325,0.5622641509433962
center,7,18,0.72,stride_1s,boundary_pm_0.5s,25,0.72
center,7,36,0.7058823529411765,stride_1s,boundary_pm_1s,51,0.7058823529411765
center,7,77,0.7623762376237624,stride_1s,boundary_pm_2s,101,0.7623762376237624
center,7,220,0.8804780876494024,stride_1s,boundary_pm_5s,251,0.8764940239043825
center,7,106,0.424,stride_1s,start_0_5s,250,0.424
center,7,526,0.5547368421052632,stride_1s,middle_5_25s,950,0.5536842105263158
center,7,113,0.912,stride_1s,end_25_30s,125,0.904
first,8,610,0.3253333333333333,stride_15s,overall,1875,0.3253333333333333
first,8,23,0.46,stride_15s,boundary_pm_0.5s,50,0.46
first,8,45,0.4411764705882353,stride_15s,boundary_pm_1s,102,0.4411764705882353
first,8,76,0.37623762376237624,stride_15s,boundary_pm_2s,202,0.37623762376237624
first,8,189,0.37649402390438247,stride_15s,boundary_pm_5s,502,0.37649402390438247
first,8,186,0.49866666666666665,stride_15s,start_0_5s,375,0.496
first,8,423,0.3384,stride_15s,middle_5_25s,1250,0.3384
first,8,0,0.0,stride_15s,end_25_30s,250,0.0
majority,8,610,0.3253333333333333,stride_15s,overall,1875,0.3253333333333333
majority,8,23,0.46,stride_15s,boundary_pm_0.5s,50,0.46
majority,8,45,0.4411764705882353,stride_15s,boundary_pm_1s,102,0.4411764705882353
majority,8,76,0.37623762376237624,stride_15s,boundary_pm_2s,202,0.37623762376237624
majority,8,189,0.37649402390438247,stride_15s,boundary_pm_5s,502,0.37649402390438247
majority,8,186,0.49866666666666665,stride_15s,start_0_5s,375,0.496
majority,8,423,0.3384,stride_15s,middle_5_25s,1250,0.3384
majority,8,0,0.0,stride_15s,end_25_30s,250,0.0
center,8,759,0.4053333333333333,stride_15s,overall,1875,0.4048
center,8,46,0.92,stride_15s,boundary_pm_0.5s,50,0.92
center,8,90,0.8823529411764706,stride_15s,boundary_pm_1s,102,0.8823529411764706
center,8,167,0.8267326732673267,stride_15s,boundary_pm_2s,202,0.8267326732673267
center,8,421,0.8406374501992032,stride_15s,boundary_pm_5s,502,0.8386454183266933
center,8,186,0.49866666666666665,stride_15s,start_0_5s,375,0.496
center,8,340,0.272,stride_15s,middle_5_25s,1250,0.272
center,8,233,0.932,stride_15s,end_25_30s,250,0.932
first,8,865,0.46186666666666665,stride_5s,overall,1875,0.4613333333333333
first,8,23,0.46,stride_5s,boundary_pm_0.5s,50,0.46
first,8,47,0.46078431372549017,stride_5s,boundary_pm_1s,102,0.46078431372549017
first,8,87,0.4306930693069307,stride_5s,boundary_pm_2s,202,0.4306930693069307
first,8,215,0.42828685258964144,stride_5s,boundary_pm_5s,502,0.42828685258964144
first,8,213,0.568,stride_5s,start_0_5s,375,0.568
first,8,652,0.5224,stride_5s,middle_5_25s,1250,0.5216
first,8,0,0.0,stride_5s,end_25_30s,250,0.0
majority,8,823,0.43893333333333334,stride_5s,overall,1875,0.43893333333333334
majority,8,30,0.6,stride_5s,boundary_pm_0.5s,50,0.6
majority,8,55,0.5392156862745098,stride_5s,boundary_pm_1s,102,0.5392156862745098
majority,8,90,0.44554455445544555,stride_5s,boundary_pm_2s,202,0.44554455445544555
majority,8,217,0.43227091633466136,stride_5s,boundary_pm_5s,502,0.43227091633466136
majority,8,165,0.44,stride_5s,start_0_5s,375,0.44
majority,8,608,0.4864,stride_5s,middle_5_25s,1250,0.4864
majority,8,50,0.2,stride_5s,end_25_30s,250,0.2
center,8,1091,0.5824,stride_5s,overall,1875,0.5818666666666666
center,8,46,0.92,stride_5s,boundary_pm_0.5s,50,0.92
center,8,90,0.8823529411764706,stride_5s,boundary_pm_1s,102,0.8823529411764706
center,8,167,0.8267326732673267,stride_5s,boundary_pm_2s,202,0.8267326732673267
center,8,419,0.8346613545816733,stride_5s,boundary_pm_5s,502,0.8346613545816733
center,8,183,0.488,stride_5s,start_0_5s,375,0.488
center,8,674,0.54,stride_5s,middle_5_25s,1250,0.5392
center,8,234,0.936,stride_5s,end_25_30s,250,0.936
first,8,494,0.37358490566037733,stride_1s,overall,1325,0.3728301886792453
first,8,10,0.4,stride_1s,boundary_pm_0.5s,25,0.4
first,8,21,0.4117647058823529,stride_1s,boundary_pm_1s,51,0.4117647058823529
first,8,39,0.38613861386138615,stride_1s,boundary_pm_2s,101,0.38613861386138615
first,8,103,0.41434262948207173,stride_1s,boundary_pm_5s,251,0.4103585657370518
first,8,102,0.412,stride_1s,start_0_5s,250,0.408
first,8,392,0.4126315789473684,stride_1s,middle_5_25s,950,0.4126315789473684
first,8,0,0.0,stride_1s,end_25_30s,125,0.0
majority,8,693,0.5230188679245283,stride_1s,overall,1325,0.5230188679245283
majority,8,18,0.72,stride_1s,boundary_pm_0.5s,25,0.72
majority,8,36,0.7058823529411765,stride_1s,boundary_pm_1s,51,0.7058823529411765
majority,8,64,0.6336633663366337,stride_1s,boundary_pm_2s,101,0.6336633663366337
majority,8,153,0.6095617529880478,stride_1s,boundary_pm_5s,251,0.6095617529880478
majority,8,90,0.36,stride_1s,start_0_5s,250,0.36
majority,8,526,0.5536842105263158,stride_1s,middle_5_25s,950,0.5536842105263158
majority,8,77,0.616,stride_1s,end_25_30s,125,0.616
center,8,703,0.5313207547169811,stride_1s,overall,1325,0.5305660377358491
center,8,21,0.84,stride_1s,boundary_pm_0.5s,25,0.84
center,8,38,0.7450980392156863,stride_1s,boundary_pm_1s,51,0.7450980392156863
center,8,69,0.6831683168316832,stride_1s,boundary_pm_2s,101,0.6831683168316832
center,8,188,0.7529880478087649,stride_1s,boundary_pm_5s,251,0.749003984063745
center,8,73,0.296,stride_1s,start_0_5s,250,0.292
center,8,516,0.5431578947368421,stride_1s,middle_5_25s,950,0.5431578947368421
center,8,114,0.912,stride_1s,end_25_30s,125,0.912
first,9,588,0.3152,stride_15s,overall,1875,0.3136
first,9,24,0.48,stride_15s,boundary_pm_0.5s,50,0.48
first,9,48,0.47058823529411764,stride_15s,boundary_pm_1s,102,0.47058823529411764
first,9,85,0.4207920792079208,stride_15s,boundary_pm_2s,202,0.4207920792079208
first,9,186,0.3745019920318725,stride_15s,boundary_pm_5s,502,0.3705179282868526
first,9,185,0.49866666666666665,stride_15s,start_0_5s,375,0.49333333333333335
first,9,403,0.3232,stride_15s,middle_5_25s,1250,0.3224
first,9,0,0.0,stride_15s,end_25_30s,250,0.0
majority,9,588,0.3152,stride_15s,overall,1875,0.3136
majority,9,24,0.48,stride_15s,boundary_pm_0.5s,50,0.48
majority,9,48,0.47058823529411764,stride_15s,boundary_pm_1s,102,0.47058823529411764
majority,9,85,0.4207920792079208,stride_15s,boundary_pm_2s,202,0.4207920792079208
majority,9,186,0.3745019920318725,stride_15s,boundary_pm_5s,502,0.3705179282868526
majority,9,185,0.49866666666666665,stride_15s,start_0_5s,375,0.49333333333333335
majority,9,403,0.3232,stride_15s,middle_5_25s,1250,0.3224
majority,9,0,0.0,stride_15s,end_25_30s,250,0.0
center,9,733,0.39253333333333335,stride_15s,overall,1875,0.39093333333333335
center,9,45,0.9,stride_15s,boundary_pm_0.5s,50,0.9
center,9,93,0.9117647058823529,stride_15s,boundary_pm_1s,102,0.9117647058823529
center,9,175,0.8663366336633663,stride_15s,boundary_pm_2s,202,0.8663366336633663
center,9,398,0.796812749003984,stride_15s,boundary_pm_5s,502,0.7928286852589641
center,9,185,0.49866666666666665,stride_15s,start_0_5s,375,0.49333333333333335
center,9,336,0.2696,stride_15s,middle_5_25s,1250,0.2688
center,9,212,0.848,stride_15s,end_25_30s,250,0.848
first,9,838,0.4474666666666667,stride_5s,overall,1875,0.44693333333333335
first,9,26,0.52,stride_5s,boundary_pm_0.5s,50,0.52
first,9,50,0.49019607843137253,stride_5s,boundary_pm_1s,102,0.49019607843137253
first,9,88,0.43564356435643564,stride_5s,boundary_pm_2s,202,0.43564356435643564
first,9,196,0.3904382470119522,stride_5s,boundary_pm_5s,502,0.3904382470119522
first,9,196,0.5226666666666666,stride_5s,start_0_5s,375,0.5226666666666666
first,9,642,0.5144,stride_5s,middle_5_25s,1250,0.5136
first,9,0,0.0,stride_5s,end_25_30s,250,0.0
majority,9,872,0.4656,stride_5s,overall,1875,0.4650666666666667
majority,9,33,0.66,stride_5s,boundary_pm_0.5s,50,0.66
majority,9,63,0.6176470588235294,stride_5s,boundary_pm_1s,102,0.6176470588235294
majority,9,108,0.5346534653465347,stride_5s,boundary_pm_2s,202,0.5346534653465347
majority,9,245,0.48804780876494025,stride_5s,boundary_pm_5s,502,0.48804780876494025
majority,9,160,0.4266666666666667,stride_5s,start_0_5s,375,0.4266666666666667
majority,9,627,0.5024,stride_5s,middle_5_25s,1250,0.5016
majority,9,85,0.34,stride_5s,end_25_30s,250,0.34
center,9,1033,0.5525333333333333,stride_5s,overall,1875,0.5509333333333334
center,9,45,0.9,stride_5s,boundary_pm_0.5s,50,0.9
center,9,93,0.9117647058823529,stride_5s,boundary_pm_1s,102,0.9117647058823529
center,9,175,0.8663366336633663,stride_5s,boundary_pm_2s,202,0.8663366336633663
center,9,394,0.7888446215139442,stride_5s,boundary_pm_5s,502,0.7848605577689243
center,9,179,0.4826666666666667,stride_5s,start_0_5s,375,0.47733333333333333
center,9,640,0.5128,stride_5s,middle_5_25s,1250,0.512
center,9,214,0.856,stride_5s,end_25_30s,250,0.856
first,9,497,0.3758490566037736,stride_1s,overall,1325,0.3750943396226415
first,9,13,0.52,stride_1s,boundary_pm_0.5s,25,0.52
first,9,25,0.49019607843137253,stride_1s,boundary_pm_1s,51,0.49019607843137253
first,9,48,0.4752475247524752,stride_1s,boundary_pm_2s,101,0.4752475247524752
first,9,104,0.41832669322709165,stride_1s,boundary_pm_5s,251,0.41434262948207173
first,9,103,0.416,stride_1s,start_0_5s,250,0.412
first,9,394,0.4147368421052632,stride_1s,middle_5_25s,950,0.4147368421052632
first,9,0,0.0,stride_1s,end_25_30s,125,0.0
majority,9,740,0.5584905660377358,stride_1s,overall,1325,0.5584905660377358
majority,9,20,0.8,stride_1s,boundary_pm_0.5s,25,0.8
majority,9,41,0.803921568627451,stride_1s,boundary_pm_1s,51,0.803921568627451
majority,9,78,0.7722772277227723,stride_1s,boundary_pm_2s,101,0.7722772277227723
majority,9,160,0.6374501992031872,stride_1s,boundary_pm_5s,251,0.6374501992031872
majority,9,85,0.34,stride_1s,start_0_5s,250,0.34
majority,9,567,0.5968421052631578,stride_1s,middle_5_25s,950,0.5968421052631578
majority,9,88,0.704,stride_1s,end_25_30s,125,0.704
center,9,741,0.5615094339622642,stride_1s,overall,1325,0.5592452830188679
center,9,21,0.84,stride_1s,boundary_pm_0.5s,25,0.84
center,9,46,0.9215686274509803,stride_1s,boundary_pm_1s,51,0.9019607843137255
center,9,81,0.8217821782178217,stride_1s,boundary_pm_2s,101,0.801980198019802
center,9,179,0.7211155378486056,stride_1s,boundary_pm_5s,251,0.7131474103585658
center,9,78,0.312,stride_1s,start_0_5s,250,0.312
center,9,562,0.5926315789473684,stride_1s,middle_5_25s,950,0.5915789473684211
center,9,101,0.824,stride_1s,end_25_30s,125,0.808
