clean_tokens,corrupt_tokens,corruption,corruption_type,duration_seconds,intensity,item,language,nued,snr_db,source,ued
185,185,brown_16db,brown,7.38,,fleurs_fr_dev100:5,fr,0.002494802494802495,16,fleurs_fr_dev100,0.032432432432432434
300,300,brown_16db,brown,12.0,,fleurs_fr_dev100:6,fr,0.0035897435897435897,16,fleurs_fr_dev100,0.04666666666666667
173,173,brown_16db,brown,6.9,,fleurs_fr_dev100:7,fr,0.004446420631391729,16,fleurs_fr_dev100,0.057803468208092484
263,263,brown_16db,brown,10.5,,fleurs_fr_dev100:8,fr,0.0032173150043872476,16,fleurs_fr_dev100,0.04182509505703422
210,210,brown_16db,brown,8.4,,fleurs_fr_dev100:9,fr,0.0032967032967032967,16,fleurs_fr_dev100,0.04285714285714286
186,186,brown_16db,brown,7.44,,fleurs_fr_dev100:10,fr,0.0041356492969396195,16,fleurs_fr_dev100,0.053763440860215055
204,204,brown_16db,brown,8.16,,fleurs_fr_dev100:11,fr,0.007918552036199095,16,fleurs_fr_dev100,0.10294117647058823
165,165,brown_16db,brown,6.6,,fleurs_fr_dev100:12,fr,0.01212121212121212,16,fleurs_fr_dev100,0.15757575757575756
185,185,brown_16db,brown,7.38,,fleurs_fr_dev100:13,fr,0.009147609147609148,16,fleurs_fr_dev100,0.11891891891891893
276,276,brown_16db,brown,11.04,,fleurs_fr_dev100:14,fr,0.0030657748049052395,16,fleurs_fr_dev100,0.03985507246376811
200,200,brown_16db,brown,7.98,,fleurs_fr_dev100:15,fr,0.005,16,fleurs_fr_dev100,0.065
339,339,brown_16db,brown,13.56,,fleurs_fr_dev100:16,fr,0.0068073519400953025,16,fleurs_fr_dev100,0.08849557522123894
294,294,brown_16db,brown,11.76,,fleurs_fr_dev100:17,fr,0.006017791732077447,16,fleurs_fr_dev100,0.0782312925170068
237,237,brown_16db,brown,9.48,,fleurs_fr_dev100:18,fr,0.013307367737747485,16,fleurs_fr_dev100,0.1729957805907173
198,198,brown_16db,brown,7.92,,fleurs_fr_dev100:19,fr,0.005439005439005439,16,fleurs_fr_dev100,0.0707070707070707
224,224,brown_16db,brown,8.94,,fleurs_fr_dev100:20,fr,0.005494505494505494,16,fleurs_fr_dev100,0.07142857142857142
287,287,brown_16db,brown,11.46,,fleurs_fr_dev100:21,fr,0.012061109622085231,16,fleurs_fr_dev100,0.156794425087108
210,210,brown_16db,brown,8.4,,fleurs_fr_dev100:22,fr,0.00805860805860806,16,fleurs_fr_dev100,0.10476190476190476
327,327,brown_16db,brown,13.08,,fleurs_fr_dev100:23,fr,0.0039990590449306045,16,fleurs_fr_dev100,0.05198776758409786
239,239,brown_16db,brown,9.54,,fleurs_fr_dev100:24,fr,0.01383971676858706,16,fleurs_fr_dev100,0.1799163179916318
246,246,brown_16db,brown,9.84,,fleurs_fr_dev100:25,fr,0.009380863039399624,16,fleurs_fr_dev100,0.12195121951219512
222,222,brown_16db,brown,8.88,,fleurs_fr_dev100:26,fr,0.0031185031185031187,16,fleurs_fr_dev100,0.04054054054054054
240,240,brown_16db,brown,9.6,,fleurs_fr_dev100:27,fr,0.009615384615384616,16,fleurs_fr_dev100,0.125
234,234,brown_16db,brown,9.36,,fleurs_fr_dev100:28,fr,0.007560815253122946,16,fleurs_fr_dev100,0.09829059829059829
318,318,brown_16db,brown,12.72,,fleurs_fr_dev100:29,fr,0.006773101112723754,16,fleurs_fr_dev100,0.0880503144654088
351,351,brown_16db,brown,14.04,,fleurs_fr_dev100:30,fr,0.008108700416392724,16,fleurs_fr_dev100,0.10541310541310542
243,243,brown_16db,brown,9.72,,fleurs_fr_dev100:31,fr,0.006647673314339981,16,fleurs_fr_dev100,0.08641975308641975
150,150,brown_16db,brown,6.0,,fleurs_fr_dev100:32,fr,0.007692307692307693,16,fleurs_fr_dev100,0.1
291,291,brown_16db,brown,11.64,,fleurs_fr_dev100:33,fr,0.012424002114723765,16,fleurs_fr_dev100,0.16151202749140894
221,221,brown_16db,brown,8.82,,fleurs_fr_dev100:34,fr,0.003480682213713888,16,fleurs_fr_dev100,0.04524886877828054
297,297,brown_16db,brown,11.88,,fleurs_fr_dev100:35,fr,0.005439005439005439,16,fleurs_fr_dev100,0.0707070707070707
347,347,brown_16db,brown,13.86,,fleurs_fr_dev100:36,fr,0.00820217246730215,16,fleurs_fr_dev100,0.10662824207492795
222,222,brown_16db,brown,8.88,,fleurs_fr_dev100:37,fr,0.020443520443520442,16,fleurs_fr_dev100,0.26576576576576577
213,213,brown_16db,brown,8.52,,fleurs_fr_dev100:38,fr,0.007222824124232575,16,fleurs_fr_dev100,0.09389671361502347
239,239,brown_16db,brown,9.54,,fleurs_fr_dev100:39,fr,0.00965561635017702,16,fleurs_fr_dev100,0.12552301255230125
438,438,brown_16db,brown,17.52,,fleurs_fr_dev100:40,fr,0.004214963119072708,16,fleurs_fr_dev100,0.0547945205479452
218,218,brown_16db,brown,8.7,,fleurs_fr_dev100:41,fr,0.004234297812279464,16,fleurs_fr_dev100,0.05504587155963303
261,261,brown_16db,brown,10.44,,fleurs_fr_dev100:42,fr,0.006483937518420278,16,fleurs_fr_dev100,0.0842911877394636
129,129,brown_16db,brown,5.16,,fleurs_fr_dev100:43,fr,0.014907573047107932,16,fleurs_fr_dev100,0.1937984496124031
168,168,brown_16db,brown,6.72,,fleurs_fr_dev100:44,fr,0.002747252747252747,16,fleurs_fr_dev100,0.03571428571428571
200,200,brown_16db,brown,7.98,,fleurs_fr_dev100:45,fr,0.03576923076923077,16,fleurs_fr_dev100,0.465
116,116,brown_16db,brown,4.62,,fleurs_fr_dev100:46,fr,0.007957559681697613,16,fleurs_fr_dev100,0.10344827586206896
270,270,brown_16db,brown,10.8,,fleurs_fr_dev100:47,fr,0.003418803418803419,16,fleurs_fr_dev100,0.044444444444444446
200,200,brown_16db,brown,7.98,,fleurs_fr_dev100:48,fr,0.007692307692307693,16,fleurs_fr_dev100,0.1
245,245,brown_16db,brown,9.78,,fleurs_fr_dev100:49,fr,0.00565149136577708,16,fleurs_fr_dev100,0.07346938775510205
124,124,brown_16db,brown,4.944,,cv21_zh_dev100:0,zh,0.0031017369727047144,16,cv21_zh_dev100,0.04032258064516129
120,120,brown_16db,brown,4.776,,cv21_zh_dev100:1,zh,0.004487179487179487,16,cv21_zh_dev100,0.058333333333333334
158,158,brown_16db,brown,6.288,,cv21_zh_dev100:2,zh,0.0019474196689386564,16,cv21_zh_dev100,0.02531645569620253
179,179,brown_16db,brown,7.128,,cv21_zh_dev100:3,zh,0.005156854318865492,16,cv21_zh_dev100,0.0670391061452514
114,114,brown_16db,brown,4.56,,cv21_zh_dev100:4,zh,0.001349527665317139,16,cv21_zh_dev100,0.017543859649122806
97,97,brown_16db,brown,3.864,,cv21_zh_dev100:5,zh,0.003965107057890563,16,cv21_zh_dev100,0.05154639175257732
142,142,brown_16db,brown,5.664,,cv21_zh_dev100:6,zh,0.0059588299024918735,16,cv21_zh_dev100,0.07746478873239436
76,76,brown_16db,brown,3.024,,cv21_zh_dev100:7,zh,0.004048582995951417,16,cv21_zh_dev100,0.05263157894736842
168,168,brown_16db,brown,6.72,,cv21_zh_dev100:8,zh,0.003663003663003663,16,cv21_zh_dev100,0.047619047619047616
132,132,brown_16db,brown,5.28,,cv21_zh_dev100:9,zh,0.002913752913752914,16,cv21_zh_dev100,0.03787878787878788
82,82,brown_16db,brown,3.264,,cv21_zh_dev100:10,zh,0.004690431519699812,16,cv21_zh_dev100,0.06097560975609756
51,51,brown_16db,brown,2.016,,cv21_zh_dev100:11,zh,0.021116138763197588,16,cv21_zh_dev100,0.27450980392156865
183,183,brown_16db,brown,7.296,,cv21_zh_dev100:12,zh,0.0016813787305590584,16,cv21_zh_dev100,0.02185792349726776
172,172,brown_16db,brown,6.864,,cv21_zh_dev100:13,zh,0.0022361359570661895,16,cv21_zh_dev100,0.029069767441860465
174,174,brown_16db,brown,6.96,,cv21_zh_dev100:14,zh,0.002652519893899204,16,cv21_zh_dev100,0.034482758620689655
176,176,brown_16db,brown,7.032,,cv21_zh_dev100:15,zh,0.0017482517482517483,16,cv21_zh_dev100,0.022727272727272728
122,122,brown_16db,brown,4.872,,cv21_zh_dev100:16,zh,0.0012610340479192938,16,cv21_zh_dev100,0.01639344262295082
128,128,brown_16db,brown,5.088,,cv21_zh_dev100:17,zh,0.002403846153846154,16,cv21_zh_dev100,0.03125
201,201,brown_16db,brown,8.028,,cv21_zh_dev100:18,zh,0.004209720627631076,16,cv21_zh_dev100,0.05472636815920398
129,129,brown_16db,brown,5.136,,cv21_zh_dev100:19,zh,0.009540846750149075,16,cv21_zh_dev100,0.12403100775193798
108,108,brown_16db,brown,4.32,,cv21_zh_dev100:20,zh,0.0028490028490028487,16,cv21_zh_dev100,0.037037037037037035
258,258,brown_16db,brown,10.296,,cv21_zh_dev100:21,zh,0.0014907573047107932,16,cv21_zh_dev100,0.01937984496124031
143,143,brown_16db,brown,5.712,,cv21_zh_dev100:22,zh,0.0016137708445400753,16,cv21_zh_dev100,0.02097902097902098
195,195,brown_16db,brown,7.776,,cv21_zh_dev100:23,zh,0.003550295857988166,16,cv21_zh_dev100,0.046153846153846156
196,196,brown_16db,brown,7.824,,cv21_zh_dev100:24,zh,0.003924646781789639,16,cv21_zh_dev100,0.05102040816326531
115,115,brown_16db,brown,4.584,,cv21_zh_dev100:25,zh,0.004013377926421404,16,cv21_zh_dev100,0.05217391304347826
181,181,brown_16db,brown,7.224,,cv21_zh_dev100:26,zh,0.00254993625159371,16,cv21_zh_dev100,0.03314917127071823
120,120,brown_16db,brown,4.8,,cv21_zh_dev100:27,zh,0.003205128205128205,16,cv21_zh_dev100,0.041666666666666664
135,135,brown_16db,brown,5.376,,cv21_zh_dev100:28,zh,0.003418803418803419,16,cv21_zh_dev100,0.044444444444444446
144,144,brown_16db,brown,5.736,,cv21_zh_dev100:29,zh,0.005876068376068377,16,cv21_zh_dev100,0.0763888888888889
230,230,brown_16db,brown,9.18,,cv21_zh_dev100:30,zh,0.0033444816053511705,16,cv21_zh_dev100,0.043478260869565216
199,199,brown_16db,brown,7.944,,cv21_zh_dev100:31,zh,0.004252029377657519,16,cv21_zh_dev100,0.05527638190954774
112,112,brown_16db,brown,4.464,,cv21_zh_dev100:32,zh,0.003434065934065934,16,cv21_zh_dev100,0.044642857142857144
118,118,brown_16db,brown,4.704,,cv21_zh_dev100:33,zh,0.001955671447196871,16,cv21_zh_dev100,0.025423728813559324
92,92,brown_16db,brown,3.648,,cv21_zh_dev100:34,zh,0.002508361204013378,16,cv21_zh_dev100,0.03260869565217391
220,220,brown_16db,brown,8.784,,cv21_zh_dev100:35,zh,0.004195804195804196,16,cv21_zh_dev100,0.05454545454545454
199,199,brown_16db,brown,7.956,,cv21_zh_dev100:36,zh,0.0023192887514495554,16,cv21_zh_dev100,0.03015075376884422
123,123,brown_16db,brown,4.896,,cv21_zh_dev100:37,zh,0.005628517823639775,16,cv21_zh_dev100,0.07317073170731707
108,108,brown_16db,brown,4.32,,cv21_zh_dev100:38,zh,0.007122507122507122,16,cv21_zh_dev100,0.09259259259259259
145,145,brown_16db,brown,5.784,,cv21_zh_dev100:39,zh,0.004244031830238726,16,cv21_zh_dev100,0.05517241379310345
104,104,brown_16db,brown,4.152,,cv21_zh_dev100:40,zh,0.0007396449704142013,16,cv21_zh_dev100,0.009615384615384616
169,169,brown_16db,brown,6.744,,cv21_zh_dev100:41,zh,0.0018206645425580337,16,cv21_zh_dev100,0.023668639053254437
123,123,brown_16db,brown,4.896,,cv21_zh_dev100:42,zh,0.004377736085053158,16,cv21_zh_dev100,0.056910569105691054
135,135,brown_16db,brown,5.4,,cv21_zh_dev100:43,zh,0.0011396011396011397,16,cv21_zh_dev100,0.014814814814814815
147,147,brown_16db,brown,5.856,,cv21_zh_dev100:44,zh,0.003663003663003663,16,cv21_zh_dev100,0.047619047619047616
118,118,brown_16db,brown,4.704,,cv21_zh_dev100:45,zh,0.007170795306388527,16,cv21_zh_dev100,0.09322033898305085
131,131,brown_16db,brown,5.208,,cv21_zh_dev100:46,zh,0.0035231943628890195,16,cv21_zh_dev100,0.04580152671755725
87,87,brown_16db,brown,3.48,,cv21_zh_dev100:47,zh,0.0008841732979664014,16,cv21_zh_dev100,0.011494252873563218
199,199,brown_16db,brown,7.944,,cv21_zh_dev100:48,zh,0.0011596443757247777,16,cv21_zh_dev100,0.01507537688442211
239,239,brown_16db,brown,9.528,,cv21_zh_dev100:49,zh,0.002252977148374638,16,cv21_zh_dev100,0.029288702928870293
362,362,clipping_0p50,clipping,14.46,0.5,fleurs_fr_dev100:0,fr,0.0,,fleurs_fr_dev100,0.0
150,150,clipping_0p50,clipping,6.0,0.5,fleurs_fr_dev100:1,fr,0.0,,fleurs_fr_dev100,0.0
384,384,clipping_0p50,clipping,15.36,0.5,fleurs_fr_dev100:2,fr,0.0,,fleurs_fr_dev100,0.0
197,197,clipping_0p50,clipping,7.86,0.5,fleurs_fr_dev100:3,fr,0.0,,fleurs_fr_dev100,0.0
213,213,clipping_0p50,clipping,8.52,0.5,fleurs_fr_dev100:4,fr,0.0,,fleurs_fr_dev100,0.0
185,185,clipping_0p50,clipping,7.38,0.5,fleurs_fr_dev100:5,fr,0.0,,fleurs_fr_dev100,0.0
300,300,clipping_0p50,clipping,12.0,0.5,fleurs_fr_dev100:6,fr,0.0,,fleurs_fr_dev100,0.0
173,173,clipping_0p50,clipping,6.9,0.5,fleurs_fr_dev100:7,fr,0.0,,fleurs_fr_dev100,0.0
263,263,clipping_0p50,clipping,10.5,0.5,fleurs_fr_dev100:8,fr,0.0,,fleurs_fr_dev100,0.0
210,210,clipping_0p50,clipping,8.4,0.5,fleurs_fr_dev100:9,fr,0.0,,fleurs_fr_dev100,0.0
186,186,clipping_0p50,clipping,7.44,0.5,fleurs_fr_dev100:10,fr,0.0,,fleurs_fr_dev100,0.0
204,204,clipping_0p50,clipping,8.16,0.5,fleurs_fr_dev100:11,fr,0.0,,fleurs_fr_dev100,0.0
165,165,clipping_0p50,clipping,6.6,0.5,fleurs_fr_dev100:12,fr,0.0,,fleurs_fr_dev100,0.0
185,185,clipping_0p50,clipping,7.38,0.5,fleurs_fr_dev100:13,fr,0.0,,fleurs_fr_dev100,0.0
276,276,clipping_0p50,clipping,11.04,0.5,fleurs_fr_dev100:14,fr,0.0,,fleurs_fr_dev100,0.0
200,200,clipping_0p50,clipping,7.98,0.5,fleurs_fr_dev100:15,fr,0.0,,fleurs_fr_dev100,0.0
339,339,clipping_0p50,clipping,13.56,0.5,fleurs_fr_dev100:16,fr,0.0,,fleurs_fr_dev100,0.0
294,294,clipping_0p50,clipping,11.76,0.5,fleurs_fr_dev100:17,fr,0.0,,fleurs_fr_dev100,0.0
237,237,clipping_0p50,clipping,9.48,0.5,fleurs_fr_dev100:18,fr,0.0,,fleurs_fr_dev100,0.0
198,198,clipping_0p50,clipping,7.92,0.5,fleurs_fr_dev100:19,fr,0.0,,fleurs_fr_dev100,0.0
224,224,clipping_0p50,clipping,8.94,0.5,fleurs_fr_dev100:20,fr,0.0,,fleurs_fr_dev100,0.0
287,287,clipping_0p50,clipping,11.46,0.5,fleurs_fr_dev100:21,fr,0.0,,fleurs_fr_dev100,0.0
210,210,clipping_0p50,clipping,8.4,0.5,fleurs_fr_dev100:22,fr,0.0,,fleurs_fr_dev100,0.0
327,327,clipping_0p50,clipping,13.08,0.5,fleurs_fr_dev100:23,fr,0.0,,fleurs_fr_dev100,0.0
239,239,clipping_0p50,clipping,9.54,0.5,fleurs_fr_dev100:24,fr,0.0,,fleurs_fr_dev100,0.0
246,246,clipping_0p50,clipping,9.84,0.5,fleurs_fr_dev100:25,fr,0.0,,fleurs_fr_dev100,0.0
222,222,clipping_0p50,clipping,8.88,0.5,fleurs_fr_dev100:26,fr,0.0,,fleurs_fr_dev100,0.0
240,240,clipping_0p50,clipping,9.6,0.5,fleurs_fr_dev100:27,fr,0.0,,fleurs_fr_dev100,0.0
234,234,clipping_0p50,clipping,9.36,0.5,fleurs_fr_dev100:28,fr,0.0,,fleurs_fr_dev100,0.0
318,318,clipping_0p50,clipping,12.72,0.5,fleurs_fr_dev100:29,fr,0.0,,fleurs_fr_dev100,0.0
351,351,clipping_0p50,clipping,14.04,0.5,fleurs_fr_dev100:30,fr,0.0,,fleurs_fr_dev100,0.0
243,243,clipping_0p50,clipping,9.72,0.5,fleurs_fr_dev100:31,fr,0.0,,fleurs_fr_dev100,0.0
150,150,clipping_0p50,clipping,6.0,0.5,fleurs_fr_dev100:32,fr,0.0,,fleurs_fr_dev100,0.0
291,291,clipping_0p50,clipping,11.64,0.5,fleurs_fr_dev100:33,fr,0.0,,fleurs_fr_dev100,0.0
221,221,clipping_0p50,clipping,8.82,0.5,fleurs_fr_dev100:34,fr,0.0,,fleurs_fr_dev100,0.0
297,297,clipping_0p50,clipping,11.88,0.5,fleurs_fr_dev100:35,fr,0.0,,fleurs_fr_dev100,0.0
347,347,clipping_0p50,clipping,13.86,0.5,fleurs_fr_dev100:36,fr,0.0,,fleurs_fr_dev100,0.0
222,222,clipping_0p50,clipping,8.88,0.5,fleurs_fr_dev100:37,fr,0.0,,fleurs_fr_dev100,0.0
213,213,clipping_0p50,clipping,8.52,0.5,fleurs_fr_dev100:38,fr,0.0,,fleurs_fr_dev100,0.0
239,239,clipping_0p50,clipping,9.54,0.5,fleurs_fr_dev100:39,fr,0.0,,fleurs_fr_dev100,0.0
438,438,clipping_0p50,clipping,17.52,0.5,fleurs_fr_dev100:40,fr,0.0,,fleurs_fr_dev100,0.0
218,218,clipping_0p50,clipping,8.7,0.5,fleurs_fr_dev100:41,fr,0.0,,fleurs_fr_dev100,0.0
261,261,clipping_0p50,clipping,10.44,0.5,fleurs_fr_dev100:42,fr,0.0,,fleurs_fr_dev100,0.0
129,129,clipping_0p50,clipping,5.16,0.5,fleurs_fr_dev100:43,fr,0.0,,fleurs_fr_dev100,0.0
168,168,clipping_0p50,clipping,6.72,0.5,fleurs_fr_dev100:44,fr,0.0,,fleurs_fr_dev100,0.0
200,200,clipping_0p50,clipping,7.98,0.5,fleurs_fr_dev100:45,fr,0.0,,fleurs_fr_dev100,0.0
116,116,clipping_0p50,clipping,4.62,0.5,fleurs_fr_dev100:46,fr,0.0,,fleurs_fr_dev100,0.0
270,270,clipping_0p50,clipping,10.8,0.5,fleurs_fr_dev100:47,fr,0.0,,fleurs_fr_dev100,0.0
200,200,clipping_0p50,clipping,7.98,0.5,fleurs_fr_dev100:48,fr,0.0,,fleurs_fr_dev100,0.0
245,245,clipping_0p50,clipping,9.78,0.5,fleurs_fr_dev100:49,fr,0.0,,fleurs_fr_dev100,0.0
124,124,clipping_0p50,clipping,4.944,0.5,cv21_zh_dev100:0,zh,0.0,,cv21_zh_dev100,0.0
120,120,clipping_0p50,clipping,4.776,0.5,cv21_zh_dev100:1,zh,0.008974358974358974,,cv21_zh_dev100,0.11666666666666667
158,158,clipping_0p50,clipping,6.288,0.5,cv21_zh_dev100:2,zh,0.0024342745861733205,,cv21_zh_dev100,0.03164556962025317
179,179,clipping_0p50,clipping,7.128,0.5,cv21_zh_dev100:3,zh,0.006016330038676408,,cv21_zh_dev100,0.0782122905027933
114,114,clipping_0p50,clipping,4.56,0.5,cv21_zh_dev100:4,zh,0.0020242914979757085,,cv21_zh_dev100,0.02631578947368421
97,97,clipping_0p50,clipping,3.864,0.5,cv21_zh_dev100:5,zh,0.012688342585249802,,cv21_zh_dev100,0.16494845360824742
142,142,clipping_0p50,clipping,5.664,0.5,cv21_zh_dev100:6,zh,0.0059588299024918735,,cv21_zh_dev100,0.07746478873239436
76,76,clipping_0p50,clipping,3.024,0.5,cv21_zh_dev100:7,zh,0.004048582995951417,,cv21_zh_dev100,0.05263157894736842
168,168,clipping_0p50,clipping,6.72,0.5,cv21_zh_dev100:8,zh,0.002289377289377289,,cv21_zh_dev100,0.02976190476190476
132,132,clipping_0p50,clipping,5.28,0.5,cv21_zh_dev100:9,zh,0.0034965034965034965,,cv21_zh_dev100,0.045454545454545456
82,82,clipping_0p50,clipping,3.264,0.5,cv21_zh_dev100:10,zh,0.006566604127579738,,cv21_zh_dev100,0.08536585365853659
51,51,clipping_0p50,clipping,2.016,0.5,cv21_zh_dev100:11,zh,0.033182503770739065,,cv21_zh_dev100,0.43137254901960786
183,183,clipping_0p50,clipping,7.296,0.5,cv21_zh_dev100:12,zh,0.0,,cv21_zh_dev100,0.0
172,172,clipping_0p50,clipping,6.864,0.5,cv21_zh_dev100:13,zh,0.0035778175313059034,,cv21_zh_dev100,0.046511627906976744
174,174,clipping_0p50,clipping,6.96,0.5,cv21_zh_dev100:14,zh,0.009283819628647215,,cv21_zh_dev100,0.1206896551724138
176,176,clipping_0p50,clipping,7.032,0.5,cv21_zh_dev100:15,zh,0.00437062937062937,,cv21_zh_dev100,0.056818181818181816
122,122,clipping_0p50,clipping,4.872,0.5,cv21_zh_dev100:16,zh,0.005044136191677175,,cv21_zh_dev100,0.06557377049180328
128,128,clipping_0p50,clipping,5.088,0.5,cv21_zh_dev100:17,zh,0.001201923076923077,,cv21_zh_dev100,0.015625
201,201,clipping_0p50,clipping,8.028,0.5,cv21_zh_dev100:18,zh,0.0,,cv21_zh_dev100,0.0
129,129,clipping_0p50,clipping,5.136,0.5,cv21_zh_dev100:19,zh,0.01311866428145498,,cv21_zh_dev100,0.17054263565891473
108,108,clipping_0p50,clipping,4.32,0.5,cv21_zh_dev100:20,zh,0.0028490028490028487,,cv21_zh_dev100,0.037037037037037035
258,258,clipping_0p50,clipping,10.296,0.5,cv21_zh_dev100:21,zh,0.0011926058437686344,,cv21_zh_dev100,0.015503875968992248
143,143,clipping_0p50,clipping,5.712,0.5,cv21_zh_dev100:22,zh,0.01559978483055406,,cv21_zh_dev100,0.20279720279720279
195,195,clipping_0p50,clipping,7.776,0.5,cv21_zh_dev100:23,zh,0.002366863905325444,,cv21_zh_dev100,0.03076923076923077
196,196,clipping_0p50,clipping,7.824,0.5,cv21_zh_dev100:24,zh,0.002747252747252747,,cv21_zh_dev100,0.03571428571428571
115,115,clipping_0p50,clipping,4.584,0.5,cv21_zh_dev100:25,zh,0.0006688963210702341,,cv21_zh_dev100,0.008695652173913044
181,181,clipping_0p50,clipping,7.224,0.5,cv21_zh_dev100:26,zh,0.008074798130046749,,cv21_zh_dev100,0.10497237569060773
120,120,clipping_0p50,clipping,4.8,0.5,cv21_zh_dev100:27,zh,0.01858974358974359,,cv21_zh_dev100,0.24166666666666667
135,135,clipping_0p50,clipping,5.376,0.5,cv21_zh_dev100:28,zh,0.0028490028490028487,,cv21_zh_dev100,0.037037037037037035
144,144,clipping_0p50,clipping,5.736,0.5,cv21_zh_dev100:29,zh,0.01655982905982906,,cv21_zh_dev100,0.2152777777777778
230,230,clipping_0p50,clipping,9.18,0.5,cv21_zh_dev100:30,zh,0.0016722408026755853,,cv21_zh_dev100,0.021739130434782608
199,199,clipping_0p50,clipping,7.944,0.5,cv21_zh_dev100:31,zh,0.0015461925009663704,,cv21_zh_dev100,0.020100502512562814
112,112,clipping_0p50,clipping,4.464,0.5,cv21_zh_dev100:32,zh,0.006868131868131868,,cv21_zh_dev100,0.08928571428571429
118,118,clipping_0p50,clipping,4.704,0.5,cv21_zh_dev100:33,zh,0.002607561929595828,,cv21_zh_dev100,0.03389830508474576
92,92,clipping_0p50,clipping,3.648,0.5,cv21_zh_dev100:34,zh,0.004180602006688963,,cv21_zh_dev100,0.05434782608695652
220,220,clipping_0p50,clipping,8.784,0.5,cv21_zh_dev100:35,zh,0.01013986013986014,,cv21_zh_dev100,0.1318181818181818
199,199,clipping_0p50,clipping,7.956,0.5,cv21_zh_dev100:36,zh,0.0,,cv21_zh_dev100,0.0
123,123,clipping_0p50,clipping,4.896,0.5,cv21_zh_dev100:37,zh,0.0031269543464665416,,cv21_zh_dev100,0.04065040650406504
108,108,clipping_0p50,clipping,4.32,0.5,cv21_zh_dev100:38,zh,0.01282051282051282,,cv21_zh_dev100,0.16666666666666666
145,145,clipping_0p50,clipping,5.784,0.5,cv21_zh_dev100:39,zh,0.005305039787798408,,cv21_zh_dev100,0.06896551724137931
104,104,clipping_0p50,clipping,4.152,0.5,cv21_zh_dev100:40,zh,0.005177514792899408,,cv21_zh_dev100,0.0673076923076923
169,169,clipping_0p50,clipping,6.744,0.5,cv21_zh_dev100:41,zh,0.0013654984069185253,,cv21_zh_dev100,0.01775147928994083
123,123,clipping_0p50,clipping,4.896,0.5,cv21_zh_dev100:42,zh,0.0,,cv21_zh_dev100,0.0
135,135,clipping_0p50,clipping,5.4,0.5,cv21_zh_dev100:43,zh,0.0,,cv21_zh_dev100,0.0
147,147,clipping_0p50,clipping,5.856,0.5,cv21_zh_dev100:44,zh,0.0,,cv21_zh_dev100,0.0
118,118,clipping_0p50,clipping,4.704,0.5,cv21_zh_dev100:45,zh,0.0,,cv21_zh_dev100,0.0
131,131,clipping_0p50,clipping,5.208,0.5,cv21_zh_dev100:46,zh,0.0035231943628890195,,cv21_zh_dev100,0.04580152671755725
87,87,clipping_0p50,clipping,3.48,0.5,cv21_zh_dev100:47,zh,0.0008841732979664014,,cv21_zh_dev100,0.011494252873563218
199,199,clipping_0p50,clipping,7.944,0.5,cv21_zh_dev100:48,zh,0.003478933127174333,,cv21_zh_dev100,0.04522613065326633
239,239,clipping_0p50,clipping,9.528,0.5,cv21_zh_dev100:49,zh,0.009011908593498551,,cv21_zh_dev100,0.11715481171548117
362,362,mp3_32k,codec,14.46,,fleurs_fr_dev100:0,fr,0.018699532511687208,,fleurs_fr_dev100,0.2430939226519337
150,150,mp3_32k,codec,6.0,,fleurs_fr_dev100:1,fr,0.028205128205128202,,fleurs_fr_dev100,0.36666666666666664
384,384,mp3_32k,codec,15.36,,fleurs_fr_dev100:2,fr,0.014423076923076924,,fleurs_fr_dev100,0.1875
197,197,mp3_32k,codec,7.86,,fleurs_fr_dev100:3,fr,0.011714174150722375,,fleurs_fr_dev100,0.15228426395939088
213,213,mp3_32k,codec,8.52,,fleurs_fr_dev100:4,fr,0.010111953773925606,,fleurs_fr_dev100,0.13145539906103287
185,185,mp3_32k,codec,7.38,,fleurs_fr_dev100:5,fr,0.016216216216216217,,fleurs_fr_dev100,0.21081081081081082
300,300,mp3_32k,codec,12.0,,fleurs_fr_dev100:6,fr,0.012564102564102564,,fleurs_fr_dev100,0.16333333333333333
173,173,mp3_32k,codec,6.9,,fleurs_fr_dev100:7,fr,0.015562472209871055,,fleurs_fr_dev100,0.2023121387283237
263,263,mp3_32k,codec,10.5,,fleurs_fr_dev100:8,fr,0.00935946183094472,,fleurs_fr_dev100,0.12167300380228137
210,210,mp3_32k,codec,8.4,,fleurs_fr_dev100:9,fr,0.016483516483516484,,fleurs_fr_dev100,0.21428571428571427
186,186,mp3_32k,codec,7.44,,fleurs_fr_dev100:10,fr,0.009098428453267164,,fleurs_fr_dev100,0.11827956989247312
204,204,mp3_32k,codec,8.16,,fleurs_fr_dev100:11,fr,0.02564102564102564,,fleurs_fr_dev100,0.3333333333333333
165,165,mp3_32k,codec,6.6,,fleurs_fr_dev100:12,fr,0.018648018648018648,,fleurs_fr_dev100,0.24242424242424243
185,185,mp3_32k,codec,7.38,,fleurs_fr_dev100:13,fr,0.013305613305613306,,fleurs_fr_dev100,0.17297297297297298
276,276,mp3_32k,codec,11.04,,fleurs_fr_dev100:14,fr,0.007246376811594203,,fleurs_fr_dev100,0.09420289855072464
200,200,mp3_32k,codec,7.98,,fleurs_fr_dev100:15,fr,0.01346153846153846,,fleurs_fr_dev100,0.175
339,339,mp3_32k,codec,13.56,,fleurs_fr_dev100:16,fr,0.015883821193555706,,fleurs_fr_dev100,0.20648967551622419
