clean_tokens,corrupt_tokens,corruption,corruption_type,duration_seconds,intensity,item,language,nued,snr_db,source,ued
438,438,gaussian_25db,gaussian,17.52,,fleurs_fr_dev100:40,fr,0.015806111696522653,25,fleurs_fr_dev100,0.2054794520547945
218,218,gaussian_25db,gaussian,8.7,,fleurs_fr_dev100:41,fr,0.020465772759350742,25,fleurs_fr_dev100,0.26605504587155965
261,261,gaussian_25db,gaussian,10.44,,fleurs_fr_dev100:42,fr,0.012083701738874152,25,fleurs_fr_dev100,0.15708812260536398
129,129,gaussian_25db,gaussian,5.16,,fleurs_fr_dev100:43,fr,0.030411449016100177,25,fleurs_fr_dev100,0.3953488372093023
168,168,gaussian_25db,gaussian,6.72,,fleurs_fr_dev100:44,fr,0.009615384615384616,25,fleurs_fr_dev100,0.125
200,200,gaussian_25db,gaussian,7.98,,fleurs_fr_dev100:45,fr,0.02076923076923077,25,fleurs_fr_dev100,0.27
116,116,gaussian_25db,gaussian,4.62,,fleurs_fr_dev100:46,fr,0.016578249336870025,25,fleurs_fr_dev100,0.21551724137931033
270,270,gaussian_25db,gaussian,10.8,,fleurs_fr_dev100:47,fr,0.01339031339031339,25,fleurs_fr_dev100,0.17407407407407408
200,200,gaussian_25db,gaussian,7.98,,fleurs_fr_dev100:48,fr,0.020384615384615386,25,fleurs_fr_dev100,0.265
245,245,gaussian_25db,gaussian,9.78,,fleurs_fr_dev100:49,fr,0.024803767660910518,25,fleurs_fr_dev100,0.3224489795918367
124,124,gaussian_25db,gaussian,4.944,,cv21_zh_dev100:0,zh,0.006203473945409429,25,cv21_zh_dev100,0.08064516129032258
120,120,gaussian_25db,gaussian,4.776,,cv21_zh_dev100:1,zh,0.015384615384615385,25,cv21_zh_dev100,0.2
158,158,gaussian_25db,gaussian,6.288,,cv21_zh_dev100:2,zh,0.006329113924050633,25,cv21_zh_dev100,0.08227848101265822
179,179,gaussian_25db,gaussian,7.128,,cv21_zh_dev100:3,zh,0.013321873657069189,25,cv21_zh_dev100,0.17318435754189945
114,114,gaussian_25db,gaussian,4.56,,cv21_zh_dev100:4,zh,0.0033738191632928472,25,cv21_zh_dev100,0.043859649122807015
97,97,gaussian_25db,gaussian,3.864,,cv21_zh_dev100:5,zh,0.008723235527359239,25,cv21_zh_dev100,0.1134020618556701
142,142,gaussian_25db,gaussian,5.664,,cv21_zh_dev100:6,zh,0.008125677139761646,25,cv21_zh_dev100,0.1056338028169014
76,76,gaussian_25db,gaussian,3.024,,cv21_zh_dev100:7,zh,0.006072874493927126,25,cv21_zh_dev100,0.07894736842105263
168,168,gaussian_25db,gaussian,6.72,,cv21_zh_dev100:8,zh,0.008241758241758242,25,cv21_zh_dev100,0.10714285714285714
132,132,gaussian_25db,gaussian,5.28,,cv21_zh_dev100:9,zh,0.00874125874125874,25,cv21_zh_dev100,0.11363636363636363
82,82,gaussian_25db,gaussian,3.264,,cv21_zh_dev100:10,zh,0.006566604127579738,25,cv21_zh_dev100,0.08536585365853659
51,51,gaussian_25db,gaussian,2.016,,cv21_zh_dev100:11,zh,0.043740573152337855,25,cv21_zh_dev100,0.5686274509803921
183,183,gaussian_25db,gaussian,7.296,,cv21_zh_dev100:12,zh,0.005044136191677175,25,cv21_zh_dev100,0.06557377049180328
172,172,gaussian_25db,gaussian,6.864,,cv21_zh_dev100:13,zh,0.005366726296958855,25,cv21_zh_dev100,0.06976744186046512
174,174,gaussian_25db,gaussian,6.96,,cv21_zh_dev100:14,zh,0.005305039787798408,25,cv21_zh_dev100,0.06896551724137931
176,176,gaussian_25db,gaussian,7.032,,cv21_zh_dev100:15,zh,0.006993006993006993,25,cv21_zh_dev100,0.09090909090909091
122,122,gaussian_25db,gaussian,4.872,,cv21_zh_dev100:16,zh,0.008196721311475409,25,cv21_zh_dev100,0.10655737704918032
128,128,gaussian_25db,gaussian,5.088,,cv21_zh_dev100:17,zh,0.005408653846153846,25,cv21_zh_dev100,0.0703125
201,201,gaussian_25db,gaussian,8.028,,cv21_zh_dev100:18,zh,0.007271335629544585,25,cv21_zh_dev100,0.0945273631840796
129,129,gaussian_25db,gaussian,5.136,,cv21_zh_dev100:19,zh,0.015503875968992248,25,cv21_zh_dev100,0.20155038759689922
108,108,gaussian_25db,gaussian,4.32,,cv21_zh_dev100:20,zh,0.009259259259259259,25,cv21_zh_dev100,0.12037037037037036
258,258,gaussian_25db,gaussian,10.296,,cv21_zh_dev100:21,zh,0.005366726296958855,25,cv21_zh_dev100,0.06976744186046512
143,143,gaussian_25db,gaussian,5.712,,cv21_zh_dev100:22,zh,0.007530930607853685,25,cv21_zh_dev100,0.0979020979020979
195,195,gaussian_25db,gaussian,7.776,,cv21_zh_dev100:23,zh,0.015384615384615385,25,cv21_zh_dev100,0.2
196,196,gaussian_25db,gaussian,7.824,,cv21_zh_dev100:24,zh,0.008241758241758242,25,cv21_zh_dev100,0.10714285714285714
115,115,gaussian_25db,gaussian,4.584,,cv21_zh_dev100:25,zh,0.006688963210702341,25,cv21_zh_dev100,0.08695652173913043
181,181,gaussian_25db,gaussian,7.224,,cv21_zh_dev100:26,zh,0.005949851253718657,25,cv21_zh_dev100,0.07734806629834254
120,120,gaussian_25db,gaussian,4.8,,cv21_zh_dev100:27,zh,0.014102564102564101,25,cv21_zh_dev100,0.18333333333333332
135,135,gaussian_25db,gaussian,5.376,,cv21_zh_dev100:28,zh,0.008547008547008546,25,cv21_zh_dev100,0.1111111111111111
144,144,gaussian_25db,gaussian,5.736,,cv21_zh_dev100:29,zh,0.019764957264957264,25,cv21_zh_dev100,0.2569444444444444
230,230,gaussian_25db,gaussian,9.18,,cv21_zh_dev100:30,zh,0.023411371237458196,25,cv21_zh_dev100,0.30434782608695654
199,199,gaussian_25db,gaussian,7.944,,cv21_zh_dev100:31,zh,0.015848473134905297,25,cv21_zh_dev100,0.20603015075376885
112,112,gaussian_25db,gaussian,4.464,,cv21_zh_dev100:32,zh,0.008928571428571428,25,cv21_zh_dev100,0.11607142857142858
118,118,gaussian_25db,gaussian,4.704,,cv21_zh_dev100:33,zh,0.005215123859191656,25,cv21_zh_dev100,0.06779661016949153
92,92,gaussian_25db,gaussian,3.648,,cv21_zh_dev100:34,zh,0.006688963210702341,25,cv21_zh_dev100,0.08695652173913043
220,220,gaussian_25db,gaussian,8.784,,cv21_zh_dev100:35,zh,0.013986013986013986,25,cv21_zh_dev100,0.18181818181818182
199,199,gaussian_25db,gaussian,7.956,,cv21_zh_dev100:36,zh,0.010823347506764593,25,cv21_zh_dev100,0.1407035175879397
123,123,gaussian_25db,gaussian,4.896,,cv21_zh_dev100:37,zh,0.009380863039399624,25,cv21_zh_dev100,0.12195121951219512
108,108,gaussian_25db,gaussian,4.32,,cv21_zh_dev100:38,zh,0.015669515669515667,25,cv21_zh_dev100,0.2037037037037037
145,145,gaussian_25db,gaussian,5.784,,cv21_zh_dev100:39,zh,0.005835543766578249,25,cv21_zh_dev100,0.07586206896551724
104,104,gaussian_25db,gaussian,4.152,,cv21_zh_dev100:40,zh,0.014053254437869821,25,cv21_zh_dev100,0.18269230769230768
169,169,gaussian_25db,gaussian,6.744,,cv21_zh_dev100:41,zh,0.00591715976331361,25,cv21_zh_dev100,0.07692307692307693
123,123,gaussian_25db,gaussian,4.896,,cv21_zh_dev100:42,zh,0.008755472170106316,25,cv21_zh_dev100,0.11382113821138211
135,135,gaussian_25db,gaussian,5.4,,cv21_zh_dev100:43,zh,0.004558404558404559,25,cv21_zh_dev100,0.05925925925925926
147,147,gaussian_25db,gaussian,5.856,,cv21_zh_dev100:44,zh,0.00837257980115123,25,cv21_zh_dev100,0.10884353741496598
118,118,gaussian_25db,gaussian,4.704,,cv21_zh_dev100:45,zh,0.01564537157757497,25,cv21_zh_dev100,0.2033898305084746
131,131,gaussian_25db,gaussian,5.208,,cv21_zh_dev100:46,zh,0.010569583088667059,25,cv21_zh_dev100,0.13740458015267176
87,87,gaussian_25db,gaussian,3.48,,cv21_zh_dev100:47,zh,0.009725906277630416,25,cv21_zh_dev100,0.12643678160919541
199,199,gaussian_25db,gaussian,7.944,,cv21_zh_dev100:48,zh,0.008504058755315038,25,cv21_zh_dev100,0.11055276381909548
239,239,gaussian_25db,gaussian,9.528,,cv21_zh_dev100:49,zh,0.005471515931766978,25,cv21_zh_dev100,0.07112970711297072
362,362,pink_22db,pink,14.46,,fleurs_fr_dev100:0,fr,0.019124521886952826,22,fleurs_fr_dev100,0.24861878453038674
150,150,pink_22db,pink,6.0,,fleurs_fr_dev100:1,fr,0.028205128205128202,22,fleurs_fr_dev100,0.36666666666666664
384,384,pink_22db,pink,15.36,,fleurs_fr_dev100:2,fr,0.015625,22,fleurs_fr_dev100,0.203125
197,197,pink_22db,pink,7.86,,fleurs_fr_dev100:3,fr,0.02420929324482624,22,fleurs_fr_dev100,0.3147208121827411
213,213,pink_22db,pink,8.52,,fleurs_fr_dev100:4,fr,0.007583965330444203,22,fleurs_fr_dev100,0.09859154929577464
185,185,pink_22db,pink,7.38,,fleurs_fr_dev100:5,fr,0.015384615384615385,22,fleurs_fr_dev100,0.2
300,300,pink_22db,pink,12.0,,fleurs_fr_dev100:6,fr,0.011538461538461537,22,fleurs_fr_dev100,0.15
173,173,pink_22db,pink,6.9,,fleurs_fr_dev100:7,fr,0.01600711427301023,22,fleurs_fr_dev100,0.20809248554913296
263,263,pink_22db,pink,10.5,,fleurs_fr_dev100:8,fr,0.010529394559812812,22,fleurs_fr_dev100,0.13688212927756654
210,210,pink_22db,pink,8.4,,fleurs_fr_dev100:9,fr,0.013919413919413919,22,fleurs_fr_dev100,0.18095238095238095
186,186,pink_22db,pink,7.44,,fleurs_fr_dev100:10,fr,0.007857733664185278,22,fleurs_fr_dev100,0.10215053763440861
204,204,pink_22db,pink,8.16,,fleurs_fr_dev100:11,fr,0.024132730015082957,22,fleurs_fr_dev100,0.3137254901960784
165,165,pink_22db,pink,6.6,,fleurs_fr_dev100:12,fr,0.035431235431235435,22,fleurs_fr_dev100,0.46060606060606063
185,185,pink_22db,pink,7.38,,fleurs_fr_dev100:13,fr,0.021205821205821207,22,fleurs_fr_dev100,0.2756756756756757
276,276,pink_22db,pink,11.04,,fleurs_fr_dev100:14,fr,0.006688963210702341,22,fleurs_fr_dev100,0.08695652173913043
200,200,pink_22db,pink,7.98,,fleurs_fr_dev100:15,fr,0.019230769230769232,22,fleurs_fr_dev100,0.25
339,339,pink_22db,pink,13.56,,fleurs_fr_dev100:16,fr,0.016791468118901746,22,fleurs_fr_dev100,0.2182890855457227
294,294,pink_22db,pink,11.76,,fleurs_fr_dev100:17,fr,0.016221873364730507,22,fleurs_fr_dev100,0.2108843537414966
237,237,pink_22db,pink,9.48,,fleurs_fr_dev100:18,fr,0.01590392729633236,22,fleurs_fr_dev100,0.20675105485232068
198,198,pink_22db,pink,7.92,,fleurs_fr_dev100:19,fr,0.010878010878010878,22,fleurs_fr_dev100,0.1414141414141414
224,224,pink_22db,pink,8.94,,fleurs_fr_dev100:20,fr,0.014766483516483518,22,fleurs_fr_dev100,0.19196428571428573
287,287,pink_22db,pink,11.46,,fleurs_fr_dev100:21,fr,0.029750737067810236,22,fleurs_fr_dev100,0.3867595818815331
210,210,pink_22db,pink,8.4,,fleurs_fr_dev100:22,fr,0.030036630036630037,22,fleurs_fr_dev100,0.3904761904761905
327,327,pink_22db,pink,13.08,,fleurs_fr_dev100:23,fr,0.009880028228652082,22,fleurs_fr_dev100,0.12844036697247707
239,239,pink_22db,pink,9.54,,fleurs_fr_dev100:24,fr,0.03347280334728034,22,fleurs_fr_dev100,0.4351464435146444
246,246,pink_22db,pink,9.84,,fleurs_fr_dev100:25,fr,0.01719824890556598,22,fleurs_fr_dev100,0.22357723577235772
222,222,pink_22db,pink,8.88,,fleurs_fr_dev100:26,fr,0.015246015246015246,22,fleurs_fr_dev100,0.1981981981981982
240,240,pink_22db,pink,9.6,,fleurs_fr_dev100:27,fr,0.02564102564102564,22,fleurs_fr_dev100,0.3333333333333333
234,234,pink_22db,pink,9.36,,fleurs_fr_dev100:28,fr,0.013806706114398421,22,fleurs_fr_dev100,0.1794871794871795
318,318,pink_22db,pink,12.72,,fleurs_fr_dev100:29,fr,0.015723270440251572,22,fleurs_fr_dev100,0.20440251572327045
351,351,pink_22db,pink,14.04,,fleurs_fr_dev100:30,fr,0.0190664036817883,22,fleurs_fr_dev100,0.24786324786324787
243,243,pink_22db,pink,9.72,,fleurs_fr_dev100:31,fr,0.012662234884457106,22,fleurs_fr_dev100,0.1646090534979424
150,150,pink_22db,pink,6.0,,fleurs_fr_dev100:32,fr,0.02,22,fleurs_fr_dev100,0.26
291,291,pink_22db,pink,11.64,,fleurs_fr_dev100:33,fr,0.02220459952418715,22,fleurs_fr_dev100,0.28865979381443296
221,221,pink_22db,pink,8.82,,fleurs_fr_dev100:34,fr,0.011138183083884442,22,fleurs_fr_dev100,0.14479638009049775
297,297,pink_22db,pink,11.88,,fleurs_fr_dev100:35,fr,0.016317016317016316,22,fleurs_fr_dev100,0.21212121212121213
347,347,pink_22db,pink,13.86,,fleurs_fr_dev100:36,fr,0.013744180891154954,22,fleurs_fr_dev100,0.1786743515850144
222,222,pink_22db,pink,8.88,,fleurs_fr_dev100:37,fr,0.018711018711018712,22,fleurs_fr_dev100,0.24324324324324326
213,213,pink_22db,pink,8.52,,fleurs_fr_dev100:38,fr,0.01697363669194655,22,fleurs_fr_dev100,0.22065727699530516
239,239,pink_22db,pink,9.54,,fleurs_fr_dev100:39,fr,0.022529771483746377,22,fleurs_fr_dev100,0.2928870292887029
438,438,pink_22db,pink,17.52,,fleurs_fr_dev100:40,fr,0.013171759747102212,22,fleurs_fr_dev100,0.17123287671232876
218,218,pink_22db,pink,8.7,,fleurs_fr_dev100:41,fr,0.016937191249117856,22,fleurs_fr_dev100,0.22018348623853212
261,261,pink_22db,pink,10.44,,fleurs_fr_dev100:42,fr,0.021220159151193633,22,fleurs_fr_dev100,0.27586206896551724
129,129,pink_22db,pink,5.16,,fleurs_fr_dev100:43,fr,0.02802623732856291,22,fleurs_fr_dev100,0.3643410852713178
168,168,pink_22db,pink,6.72,,fleurs_fr_dev100:44,fr,0.0086996336996337,22,fleurs_fr_dev100,0.1130952380952381
200,200,pink_22db,pink,7.98,,fleurs_fr_dev100:45,fr,0.01730769230769231,22,fleurs_fr_dev100,0.225
116,116,pink_22db,pink,4.62,,fleurs_fr_dev100:46,fr,0.017241379310344827,22,fleurs_fr_dev100,0.22413793103448276
270,270,pink_22db,pink,10.8,,fleurs_fr_dev100:47,fr,0.012250712250712252,22,fleurs_fr_dev100,0.15925925925925927
200,200,pink_22db,pink,7.98,,fleurs_fr_dev100:48,fr,0.02153846153846154,22,fleurs_fr_dev100,0.28
245,245,pink_22db,pink,9.78,,fleurs_fr_dev100:49,fr,0.024489795918367346,22,fleurs_fr_dev100,0.3183673469387755
124,124,pink_22db,pink,4.944,,cv21_zh_dev100:0,zh,0.009305210918114145,22,cv21_zh_dev100,0.12096774193548387
120,120,pink_22db,pink,4.776,,cv21_zh_dev100:1,zh,0.010256410256410256,22,cv21_zh_dev100,0.13333333333333333
158,158,pink_22db,pink,6.288,,cv21_zh_dev100:2,zh,0.007789678675754625,22,cv21_zh_dev100,0.10126582278481013
179,179,pink_22db,pink,7.128,,cv21_zh_dev100:3,zh,0.013321873657069189,22,cv21_zh_dev100,0.17318435754189945
114,114,pink_22db,pink,4.56,,cv21_zh_dev100:4,zh,0.004048582995951417,22,cv21_zh_dev100,0.05263157894736842
97,97,pink_22db,pink,3.864,,cv21_zh_dev100:5,zh,0.007137192704203014,22,cv21_zh_dev100,0.09278350515463918
142,142,pink_22db,pink,5.664,,cv21_zh_dev100:6,zh,0.00866738894907909,22,cv21_zh_dev100,0.11267605633802817
76,76,pink_22db,pink,3.024,,cv21_zh_dev100:7,zh,0.008097165991902834,22,cv21_zh_dev100,0.10526315789473684
168,168,pink_22db,pink,6.72,,cv21_zh_dev100:8,zh,0.006868131868131868,22,cv21_zh_dev100,0.08928571428571429
132,132,pink_22db,pink,5.28,,cv21_zh_dev100:9,zh,0.008158508158508158,22,cv21_zh_dev100,0.10606060606060606
82,82,pink_22db,pink,3.264,,cv21_zh_dev100:10,zh,0.001876172607879925,22,cv21_zh_dev100,0.024390243902439025
51,51,pink_22db,pink,2.016,,cv21_zh_dev100:11,zh,0.04524886877828054,22,cv21_zh_dev100,0.5882352941176471
183,183,pink_22db,pink,7.296,,cv21_zh_dev100:12,zh,0.0058848255569567045,22,cv21_zh_dev100,0.07650273224043716
172,172,pink_22db,pink,6.864,,cv21_zh_dev100:13,zh,0.004472271914132379,22,cv21_zh_dev100,0.05813953488372093
174,174,pink_22db,pink,6.96,,cv21_zh_dev100:14,zh,0.007073386383731211,22,cv21_zh_dev100,0.09195402298850575
176,176,pink_22db,pink,7.032,,cv21_zh_dev100:15,zh,0.006555944055944055,22,cv21_zh_dev100,0.08522727272727272
122,122,pink_22db,pink,4.872,,cv21_zh_dev100:16,zh,0.005674653215636822,22,cv21_zh_dev100,0.07377049180327869
128,128,pink_22db,pink,5.088,,cv21_zh_dev100:17,zh,0.007211538461538462,22,cv21_zh_dev100,0.09375
201,201,pink_22db,pink,8.028,,cv21_zh_dev100:18,zh,0.007271335629544585,22,cv21_zh_dev100,0.0945273631840796
129,129,pink_22db,pink,5.136,,cv21_zh_dev100:19,zh,0.014907573047107932,22,cv21_zh_dev100,0.1937984496124031
108,108,pink_22db,pink,4.32,,cv21_zh_dev100:20,zh,0.00641025641025641,22,cv21_zh_dev100,0.08333333333333333
258,258,pink_22db,pink,10.296,,cv21_zh_dev100:21,zh,0.0035778175313059034,22,cv21_zh_dev100,0.046511627906976744
143,143,pink_22db,pink,5.712,,cv21_zh_dev100:22,zh,0.0032275416890801506,22,cv21_zh_dev100,0.04195804195804196
195,195,pink_22db,pink,7.776,,cv21_zh_dev100:23,zh,0.0126232741617357,22,cv21_zh_dev100,0.1641025641025641
196,196,pink_22db,pink,7.824,,cv21_zh_dev100:24,zh,0.008634222919937205,22,cv21_zh_dev100,0.11224489795918367
115,115,pink_22db,pink,4.584,,cv21_zh_dev100:25,zh,0.008695652173913044,22,cv21_zh_dev100,0.11304347826086956
181,181,pink_22db,pink,7.224,,cv21_zh_dev100:26,zh,0.005949851253718657,22,cv21_zh_dev100,0.07734806629834254
120,120,pink_22db,pink,4.8,,cv21_zh_dev100:27,zh,0.005769230769230769,22,cv21_zh_dev100,0.075
135,135,pink_22db,pink,5.376,,cv21_zh_dev100:28,zh,0.007407407407407408,22,cv21_zh_dev100,0.0962962962962963
144,144,pink_22db,pink,5.736,,cv21_zh_dev100:29,zh,0.01816239316239316,22,cv21_zh_dev100,0.2361111111111111
230,230,pink_22db,pink,9.18,,cv21_zh_dev100:30,zh,0.020066889632107024,22,cv21_zh_dev100,0.2608695652173913
199,199,pink_22db,pink,7.944,,cv21_zh_dev100:31,zh,0.01352918438345574,22,cv21_zh_dev100,0.17587939698492464
112,112,pink_22db,pink,4.464,,cv21_zh_dev100:32,zh,0.008928571428571428,22,cv21_zh_dev100,0.11607142857142858
118,118,pink_22db,pink,4.704,,cv21_zh_dev100:33,zh,0.005215123859191656,22,cv21_zh_dev100,0.06779661016949153
92,92,pink_22db,pink,3.648,,cv21_zh_dev100:34,zh,0.008361204013377926,22,cv21_zh_dev100,0.10869565217391304
220,220,pink_22db,pink,8.784,,cv21_zh_dev100:35,zh,0.012937062937062937,22,cv21_zh_dev100,0.16818181818181818
199,199,pink_22db,pink,7.956,,cv21_zh_dev100:36,zh,0.006957866254348666,22,cv21_zh_dev100,0.09045226130653267
123,123,pink_22db,pink,4.896,,cv21_zh_dev100:37,zh,0.008130081300813009,22,cv21_zh_dev100,0.10569105691056911
108,108,pink_22db,pink,4.32,,cv21_zh_dev100:38,zh,0.018518518518518517,22,cv21_zh_dev100,0.24074074074074073
145,145,pink_22db,pink,5.784,,cv21_zh_dev100:39,zh,0.00636604774535809,22,cv21_zh_dev100,0.08275862068965517
104,104,pink_22db,pink,4.152,,cv21_zh_dev100:40,zh,0.01183431952662722,22,cv21_zh_dev100,0.15384615384615385
169,169,pink_22db,pink,6.744,,cv21_zh_dev100:41,zh,0.005461993627674101,22,cv21_zh_dev100,0.07100591715976332
123,123,pink_22db,pink,4.896,,cv21_zh_dev100:42,zh,0.004377736085053158,22,cv21_zh_dev100,0.056910569105691054
135,135,pink_22db,pink,5.4,,cv21_zh_dev100:43,zh,0.006267806267806268,22,cv21_zh_dev100,0.08148148148148149
147,147,pink_22db,pink,5.856,,cv21_zh_dev100:44,zh,0.006279434850863422,22,cv21_zh_dev100,0.08163265306122448
118,118,pink_22db,pink,4.704,,cv21_zh_dev100:45,zh,0.013689700130378096,22,cv21_zh_dev100,0.17796610169491525
131,131,pink_22db,pink,5.208,,cv21_zh_dev100:46,zh,0.007046388725778039,22,cv21_zh_dev100,0.0916030534351145
87,87,pink_22db,pink,3.48,,cv21_zh_dev100:47,zh,0.010610079575596816,22,cv21_zh_dev100,0.13793103448275862
199,199,pink_22db,pink,7.944,,cv21_zh_dev100:48,zh,0.006957866254348666,22,cv21_zh_dev100,0.09045226130653267
239,239,pink_22db,pink,9.528,,cv21_zh_dev100:49,zh,0.005471515931766978,22,cv21_zh_dev100,0.07112970711297072
362,362,brown_16db,brown,14.46,,fleurs_fr_dev100:0,fr,0.006799830004249894,16,fleurs_fr_dev100,0.08839779005524862
150,150,brown_16db,brown,6.0,,fleurs_fr_dev100:1,fr,0.03282051282051282,16,fleurs_fr_dev100,0.4266666666666667
384,384,brown_16db,brown,15.36,,fleurs_fr_dev100:2,fr,0.003605769230769231,16,fleurs_fr_dev100,0.046875
197,197,brown_16db,brown,7.86,,fleurs_fr_dev100:3,fr,0.005076142131979696,16,fleurs_fr_dev100,0.06598984771573604
213,213,brown_16db,brown,8.52,,fleurs_fr_dev100:4,fr,0.0032502708559046588,16,fleurs_fr_dev100,0.04225352112676056
