aggregation,audio_index,coverage_vs_reference,edit_distance,mismatch_rate,policy,reference,tokens,ued
hidden_edge,2,1.0,1135,0.6085333333333334,stride_5s,nonoverlap_majority,1875,0.6053333333333333
hidden_edge,2,1.0,840,0.448,stride_5s,high_overlap_stride_1s_edge_voter,1875,0.448
hidden_edge_voter,2,1.0,1093,0.5856,stride_5s,nonoverlap_majority,1875,0.5829333333333333
hidden_edge_voter,2,1.0,712,0.3808,stride_5s,high_overlap_stride_1s_edge_voter,1875,0.3797333333333333
first,2,1.0,912,0.48746666666666666,stride_1s,nonoverlap_majority,1875,0.4864
first,2,1.0,1215,0.6490666666666667,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.648
majority,2,1.0,1078,0.5765333333333333,stride_1s,nonoverlap_majority,1875,0.5749333333333333
majority,2,1.0,534,0.2848,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.2848
center,2,1.0,1085,0.5824,stride_1s,nonoverlap_majority,1875,0.5786666666666667
center,2,1.0,557,0.29706666666666665,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.29706666666666665
edge_weighted,2,1.0,1097,0.5882666666666667,stride_1s,nonoverlap_majority,1875,0.5850666666666666
edge_weighted,2,1.0,3,0.0016,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.0016
voter_margin,2,1.0,1169,0.6261333333333333,stride_1s,nonoverlap_majority,1875,0.6234666666666666
voter_margin,2,1.0,506,0.26986666666666664,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.26986666666666664
entropy_weighted,2,1.0,1163,0.6218666666666667,stride_1s,nonoverlap_majority,1875,0.6202666666666666
entropy_weighted,2,1.0,496,0.26453333333333334,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.26453333333333334
edge_voter,2,1.0,1097,0.5882666666666667,stride_1s,nonoverlap_majority,1875,0.5850666666666666
edge_voter,2,1.0,0,0.0,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.0
edge_entropy,2,1.0,1097,0.5877333333333333,stride_1s,nonoverlap_majority,1875,0.5850666666666666
edge_entropy,2,1.0,5,0.0026666666666666666,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.0026666666666666666
edge_voter_entropy,2,1.0,1098,0.5882666666666667,stride_1s,nonoverlap_majority,1875,0.5856
edge_voter_entropy,2,1.0,9,0.0048,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.0048
hidden_mean,2,1.0,1196,0.6421333333333333,stride_1s,nonoverlap_majority,1875,0.6378666666666667
hidden_mean,2,1.0,850,0.45386666666666664,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.4533333333333333
hidden_edge,2,1.0,1196,0.6421333333333333,stride_1s,nonoverlap_majority,1875,0.6378666666666667
hidden_edge,2,1.0,850,0.45386666666666664,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.4533333333333333
hidden_edge_voter,2,1.0,1167,0.6256,stride_1s,nonoverlap_majority,1875,0.6224
hidden_edge_voter,2,1.0,743,0.3973333333333333,stride_1s,high_overlap_stride_1s_edge_voter,1875,0.39626666666666666
