batch_size,duration_seconds,mean_latency_seconds,memory_before_mb,peak_memory_mb,rtf,throughput_audio_seconds_per_second,tokens_per_item
1,1.0,0.011154143999798785,1289.92578125,1299.05126953125,0.011154143999798785,89.65277837708025,25
4,1.0,0.020713936333322636,1304.97216796875,1304.97216796875,0.005178484083330659,193.1067053423919,25
1,10.0,0.045530646333342396,1314.66259765625,1314.66259765625,0.00455306463333424,219.6322873782034,250
4,10.0,0.17905121333327165,1427.5947265625,1427.5947265625,0.004476280333331791,223.39977068765901,250
1,30.0,0.15132637666662654,1427.5947265625,1394.95068359375,0.005044212555554218,198.24699871120478,750
4,30.0,0.5856772593333517,1638.087890625,1638.087890625,0.004880643827777931,204.89100112336655,750
